t_salon,t_comedor,t_aseo,t_cocina,t_dormitorio
0:13,0:13,0:22,0:19,0:10
tiempo_exploracion
1:18
t_linterna,t_llave
0:11,0:11
tiempo_reaccion
1:22
tiempo_total
2:40
